JLCPCB Basic parts (no loading fee on PCBA), fetched 2026-09-16 via the parts search API, componentLibraryType=base. 351 parts.
columns: LCSC# | MPN | brand | package | price@1 | price@100 USD | stock | description

== Bipolar (BJT) (11)
C17900     | 1206W4F1003T5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0101 | 0.0101 | 1692047 | -55℃~+155℃ 100kΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17927     | 1206W4F1004T5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0040 | 0.0040 | 5285936 | -55℃~+155℃ 1MΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17903     | 1206W4F100JT5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0109 | 0.0109 | 1162952 | -55℃~+155℃ 10Ω 200V 250mW Thick Film Resistor ±1% ±400ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17928     | 1206W4F100KT5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0264 | 0.0264 |  291645 | -55℃~+155℃ 1Ω 200V 250mW Thick Film Resistor ±1% ±200ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C25334     | 1206W4F100LT5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0077 | 0.0077 |  397906 | -55℃~+155℃ 100mΩ 200V 250mW Thick Film Resistor ±1% ±800ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17909     | 1206W4F1200T5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0072 | 0.0072 |  706286 | -55℃~+155℃ 120Ω 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17944     | 1206W4F2001T5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0080 | 0.0080 | 2277770 | -55℃~+155℃ 200V 250mW 2kΩ Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17955     | 1206W4F200JT5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0108 | 0.0108 |  567745 | -55℃~+155℃ 200V 20Ω 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17958     | 1206W4F220JT5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0069 | 0.0069 |  969290 | -55℃~+155℃ 200V 22Ω 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17887     | 1206W4F3000T5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0058 | 0.0058 |  505535 | -55℃~+155℃ 200V 250mW 300Ω Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS
C17936     | 1206W4F4701T5E             | UNI-ROYAL(Uniroyal | 1206         | 0.0092 | 0.0092 | 3588063 | -55℃~+155℃ 200V 250mW 4.7kΩ Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS

== Comparators (1)
C7955      | LM393DR2G                  | onsemi             | SOIC-8       | 0.0637 | 0.0516 |  250712 | -18V~-1V、1V~18V 0℃~+70℃ 1.3us 2 25nA 2V~36V 300ns 36V 400uA 5mV 5nA ESD protection TTL、CMOS SOIC-8 Comparators

== Crystals (6)
C12674     | X49SM8MSD2SC               | YXC Crystal Oscill | HC-49S-SMD   | 0.0947 | 0.0756 |  133509 | -20℃~+70℃ 20pF 70Ω 8MHz Crystal Oscillator ±20ppm ±30ppm HC-49S-SMD Crystals ROHS
C32346     | Q13FC13500004              | Seiko Epson        | SMD3215-2P   | 0.1655 | 0.1306 |  627364 | -40℃~+85℃ 12.5pF 32.768kHz 70kΩ Crystal Oscillator ±20ppm SMD3215-2P Crystals ROHS
C9002      | X322512MSB4SI              | YXC Crystal Oscill | SMD3225-4P   | 0.0914 | 0.0732 |   92296 | -40℃~+85℃ 12MHz 20pF 80Ω Crystal Oscillator ±10ppm ±20ppm SMD3225-4P Crystals ROHS
C13738     | X322516MLB4SI              | YXC Crystal Oscill | SMD3225-4P   | 0.0895 | 0.0713 |  159940 | -40℃~+85℃ 16MHz 50Ω 9pF Crystal Oscillator ±10ppm ±20ppm SMD3225-4P Crystals ROHS
C9006      | X322525MOB4SI              | YXC Crystal Oscill | SMD3225-4P   | 0.0911 | 0.0729 |  189839 | -40℃~+85℃ 12pF 25MHz 50Ω Crystal Oscillator ±10ppm ±20ppm SMD3225-4P Crystals ROHS
C115962    | X50328MSB2GI               | YXC Crystal Oscill | SMD5032-2P   | 0.2360 | 0.1754 |  199647 | -40℃~+85℃ 20pF 80Ω 8MHz Crystal Oscillator ±10ppm ±20ppm SMD5032-2P Crystals ROHS

== DC-DC Converters (2)
C61063     | XL1509-5.0E1               | XLSEMI             | SOIC-8       | 0.2353 | 0.1824 |  457154 | -40℃~+85℃ 1 150kHz 2A 2mA 4.5V~40V 5V Buck Buck Built-in Fixed No SOIC-8 DC-DC Converters ROHS
C9864      | TPS5430DDAR                | Texas Instruments  | SOIC-8-EP    | 0.7287 | 0.4451 |  119602 | -40℃~+125℃@(TJ) 1 1.221V~32.04V 3A 4.4mA 5.5V~36V 500kHz Adjustable Buck Buck Built-in No SOIC-8-EP DC-DC Conv

== Darlington Transistor Arrays (1)
C7512      | ULN2003ADR                 | Texas Instruments  | SOIC-16      | 0.1480 | 0.1137 |  357639 | 1.7V 15pF 30V 500mA 50V 50uA 50uA Seven channels SOIC-16 Darlington Transistor Arrays ROHS

== Diodes - General Purpose (2)
C95872     | M7                         | MDD(Microdiode Sem | SMA(DO-214AC | 0.0099 | 0.0099 | 1799284 | -55℃~+150℃ 1.1V@1A 1A 1kV 30A 5uA@1kV Independent SMA(DO-214AC) Diodes - General Purpose ROHS
C64898     | SM4007PL                   | MDD(Microdiode Sem | SOD-123FL    | 0.0080 | 0.0080 | 5860037 | -55℃~+150℃ 1.1V@1A 10uA@1kV 1A 1kV 25A Independent SOD-123FL Diodes - General Purpose ROHS

== ESD and Surge Protection (TVS/ESD) (3)
C7420377   | SMBJ6.5CA                  | hongjiacheng       | DO-214AA(SMB | 0.0373 | 0.0320 |  845935 | -55℃~+150℃ 1 11.2V 500uA 53.57A 6.5V 600W 7.22V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Pr
C78395     | P6SMB6.8CA/TR13            | Brightking         | SMB(DO-214AA | 0.0536 | 0.0444 |  301850 | 10.5V 1uA 5.8V 58.1A 6.45V 600W Bidirectional TVS SMB(DO-214AA) ESD and Surge Protection (TVS/ESD) ROHS
C32677     | PSM712-LF-T7               | ProTek Devices     | SOT-23       | 0.3114 | 0.2440 |   92343 | -55℃~+150℃ 12V 13.3V 19V 1uA、20uA 30A@8/20us、34A@8/20us 600W@8/20us 75pF IEC 61000-4-2、IEC 61000-4-5、IEC 61000

== FET Input Amplifiers (1)
C6961      | TL072CDT                   | STMicroelectronics | SO-8         | 0.1557 | 0.1220 |  133768 | 0℃~+70℃ 1.4mA 10uV/℃ 15nV/√Hz@1kHz 16V/us 2 20pA 3mV 40mA 4MHz 5pA 6V~36V 86dB Short-Circuit  Protection、Built

== Fast Recovery / High Efficiency Diodes (1)
C412437    | US1M                       | MDD(Microdiode Sem | SMA          | 0.0128 | 0.0128 | 3059338 | -55℃~+150℃ 1 Independent 1.65V@1A 1A 1kV 30A 5uA@1kV 75ns SMA Fast Recovery / High Efficiency Diodes ROHS

== Ferrite Beads (4)
C14709     | BLM18PG121SN1D             | Murata Electronics | 0603         | 0.0151 | 0.0151 | 2646830 | -55℃~+125℃ 1 120Ω@100MHz 2A 50mΩ ±25% 0603 Ferrite Beads ROHS
C1002      | GZ1608D601TF               | Sunlord            | 0603         | 0.0190 | 0.0190 |  985894 | -55℃~+125℃ 1 200mA 450mΩ 600Ω@100MHz ±25% 0603 Ferrite Beads ROHS
C1015      | GZ2012D101TF               | Sunlord            | 0805         | 0.0276 | 0.0276 | 2401654 | 1 100Ω@100MHz 150mΩ 800mA ±25% 0805 Ferrite Beads ROHS
C1017      | GZ2012D601TF               | Sunlord            | 0805         | 0.0275 | 0.0275 |  474945 | -55℃~+125℃ 1 300mΩ 500mA 600Ω@100MHz ±25% 0805 Ferrite Beads ROHS

== Inductors (SMD) (2)
C1035      | SDFL1608S100KTF            | Sunlord            | 0603         | 0.0292 | 0.0292 |  852783 | 1.85Ω 10uH 17MHz 30@2MHz 3mA ±10% 0603 Inductors (SMD) ROHS
C1046      | SDFL2012S100KTF            | Sunlord            | 0805         | 0.0605 | 0.0605 |  184152 | 1.15Ω 10uH 15mA 24MHz 50@2MHz Multilayer inductor ±10% 0805 Inductors (SMD) ROHS

== Inverters (1)
C5605      | 74HC14D,653                | Nexperia           | SOIC-14      | 0.0986 | 0.0779 |  275591 | -40℃~+125℃ 1 1.5V~4.2V 21ns@6V,50pF 2V~6V 2uA 300mV~1.2V 5.2mA 5.2mA 6 74HC Schmitt trigger SOIC-14 Inverters 

== LED Indication - Discrete (6)
C2286      | KT-0603R                   | Hubei KENTO Elec   | 0603         | 0.0072 | 0.0072 | 3623693 | -40℃~+85℃ 1.6mm x 0.8mm square LED 1.8V~2.4V 120° 20mA 300mcd 40mW 615nm~630nm 645nm Discrete Diode Red Water 
C2290      | KT-0603W                   | Hubei KENTO Elec   | 0603         | 0.0118 | 0.0118 |  842725 | -40℃~+85℃ 100mW 120° 2.6V~3.1V 360mcd 5mA Discrete Diode Top-mount White Yellow Lens 0603 LED Indication - Dis
C2297      | KT-0805G                   | Hubei KENTO Elec   | 0805         | 0.0157 | 0.0157 | 1528340 | -40℃~+85℃ 100mW 120° 2.6V~3.1V 430mcd 513nm~528nm 525nm 5mA Discrete Diode Emerald Green Water Clear 0805 LED 
C34499     | KT-0805W                   | Hubei KENTO Elec   | 0805         | 0.0195 | 0.0195 |  565475 | -30℃~+85℃ 120° 13172K~100000K 2.6V~3.2V 25mA 350mcd 80mW Discrete Diode Top-mount White Yellow Lens 0805 LED I
C2296      | KT-0805Y                   | Hubei KENTO Elec   | 0805         | 0.0148 | 0.0148 |  515571 | -40℃~+85℃ 1.8V~2.4V 120° 175mcd 40mW 584nm~594nm 596nm Discrete Diode Water Clear Yellow 0805 LED Indication -
C84256     | NCD0805R1                  | Foshan NationStar  | 0805         | 0.0129 | 0.0129 | 5767684 | -30℃~+85℃ 1.6V~2.6V 130° 195mcd 25mA 615nm~630nm 630nm 65mW Discrete Diode Red 0805 LED Indication - Discrete 

== MOSFETs (4)
C8545      | 2N7002                     | Jiangsu Changjing  | SOT-23       | 0.0157 | 0.0157 | 1836145 | 1 N-channel 115mA 2.5V 225mW 25pF 50pF 5pF 5Ω@10V 60V N-Channel ±20V SOT-23 MOSFETs ROHS
C20917     | AO3400A                    | Alpha & Omega Semi | SOT-23       | 0.0815 | 0.0654 |  821792 | -55℃~+150℃ 1 N-channel 1.45V 1.4W 30V 48mΩ@2.5V 5.7A 50pF 630pF 75pF 7nC@10V N-Channel SOT-23 MOSFETs ROHS
C15127     | AO3401A                    | Alpha & Omega Semi | SOT-23       | 0.0908 | 0.0729 |  495550 | 1 P-Channel 14nC@10V 30V 47mΩ@10V、60mΩ@4.5V、85mΩ@2.5V 4A 55pF 645pF 80pF 900mV SOT-23 MOSFETs ROHS
C10487     | SI2301CDS-T1-GE3           | Vishay Intertech   | SOT-23       | 0.0953 | 0.0768 |  153849 | -55℃~+150℃ 1 P-Channel 1.6W 10nC@4.5V 142mΩ@2.5V 1V 20V 3.1A 405pF 55pF 75pF P-Channel SOT-23 MOSFETs ROHS

== Multilayer Ceramic Capacitors MLCC - SMD/SMT (88)
C1523      | 0402B102K500NT             | FH (Guangdong Feng | 0402         | 0.0058 | 0.0058 | 3253980 | 1nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1530      | 0402B221K500NT             | FH (Guangdong Feng | 0402         | 0.0024 | 0.0024 |  955565 | 220pF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1532      | 0402B223K500NT             | FH (Guangdong Feng | 0402         | 0.0097 | 0.0097 |  773573 | 22nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1538      | 0402B472K500NT             | FH (Guangdong Feng | 0402         | 0.0040 | 0.0040 | 1571644 | 4.7nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1546      | 0402CG101J500NT            | FH (Guangdong Feng | 0402         | 0.0040 | 0.0040 | 3959584 | 100pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1547      | 0402CG120J500NT            | FH (Guangdong Feng | 0402         | 0.0055 | 0.0055 | 1591176 | 12pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1548      | 0402CG150J500NT            | FH (Guangdong Feng | 0402         | 0.0040 | 0.0040 | 1626313 | 15pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1549      | 0402CG180J500NT            | FH (Guangdong Feng | 0402         | 0.0036 | 0.0036 |  919548 | 18pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1554      | 0402CG200J500NT            | FH (Guangdong Feng | 0402         | 0.0070 | 0.0070 |  868282 | 20pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1555      | 0402CG220J500NT            | FH (Guangdong Feng | 0402         | 0.0044 | 0.0044 | 1974043 | 22pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1562      | 0402CG330J500NT            | FH (Guangdong Feng | 0402         | 0.0041 | 0.0041 | 1407934 | 33pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1567      | 0402CG470J500NT            | FH (Guangdong Feng | 0402         | 0.0082 | 0.0082 |  820094 | 47pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C52923     | CL05A105KA5NQNC            | Samsung Electro-Me | 0402         | 0.0103 | 0.0103 | 9116705 | 1uF 25V X5R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C15525     | CL05A106MQ5NUNC            | Samsung Electro-Me | 0402         | 0.0247 | 0.0247 | 8948514 | 10uF 6.3V X5R ±20% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C12530     | CL05A225MQ5NSNC            | Samsung Electro-Me | 0402         | 0.0051 | 0.0051 | 5967825 | 2.2uF 6.3V X5R ±20% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C23733     | CL05A475MP5NRNC            | Samsung Electro-Me | 0402         | 0.0160 | 0.0160 | 3015961 | 10V 4.7uF X5R ±20% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C15195     | CL05B103KB5NNNC            | Samsung Electro-Me | 0402         | 0.0048 | 0.0048 | 5708214 | 10nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C307331    | CL05B104KB54PNC            | Samsung Electro-Me | 0402         | 0.0085 | 0.0085 | 17690101 | 100nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1525      | CL05B104KO5NNNC            | Samsung Electro-Me | 0402         | 0.0044 | 0.0044 | 31155596 | 100nF 16V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C16772     | CL05B224KO5NNNC            | Samsung Electro-Me | 0402         | 0.0049 | 0.0049 | 2986441 | 16V 220nF X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C32949     | CL05C100JB5NNNC            | Samsung Electro-Me | 0402         | 0.0060 | 0.0060 | 1212311 | 10pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C57112     | 0603B103K500NT             | FH (Guangdong Feng | 0603         | 0.0104 | 0.0104 | 8229982 | 10nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1594      | 0603B151K500NT             | FH (Guangdong Feng | 0603         | 0.0071 | 0.0071 |  279102 | 150pF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1604      | 0603B222K500NT             | FH (Guangdong Feng | 0603         | 0.0119 | 0.0119 | 1308759 | 2.2nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1620      | 0603B471K500NT             | FH (Guangdong Feng | 0603         | 0.0083 | 0.0083 | 1071368 | 470pF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C53987     | 0603B472K500NT             | FH (Guangdong Feng | 0603         | 0.0094 | 0.0094 | 1107924 | 4.7nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1631      | 0603B682K500NT             | FH (Guangdong Feng | 0603         | 0.0070 | 0.0070 |  311986 | 50V 6.8nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1322360   | 0603B822K500NT             | FH (Guangdong Feng | 0603         | 0.0052 | 0.0052 |   59946 | 50V 8.2nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1658      | 0603CG300J500NT            | FH (Guangdong Feng | 0603         | 0.0077 | 0.0077 |  443282 | 30pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C14663     | CC0603KRX7R9BB104          | YAGEO              | 0603         | 0.0119 | 0.0119 | 56131011 | 100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C15849     | CL10A105KB8NNNC            | Samsung Electro-Me | 0603         | 0.0165 | 0.0165 | 7674757 | 1uF 50V X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C19702     | CL10A106KP8NNNC            | Samsung Electro-Me | 0603         | 0.0308 | 0.0308 | 13165696 | 10V 10uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C96446     | CL10A106MA8NRNC            | Samsung Electro-Me | 0603         | 0.0522 | 0.0522 | 4575254 | 10uF 25V X5R ±20% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C23630     | CL10A225KO8NNNC            | Samsung Electro-Me | 0603         | 0.0182 | 0.0182 | 3300117 | 16V 2.2uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C59461     | CL10A226MQ8NRNC            | Samsung Electro-Me | 0603         | 0.0300 | 0.0300 | 9805302 | 22uF 6.3V X5R ±20% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C19666     | CL10A475KO8NNNC            | Samsung Electro-Me | 0603         | 0.0284 | 0.0204 | 3460184 | 16V 4.7uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1588      | CL10B102KB8NNNC            | Samsung Electro-Me | 0603         | 0.0086 | 0.0086 | 9313619 | 1nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1603      | CL10B221KB8NNNC            | Samsung Electro-Me | 0603         | 0.0080 | 0.0080 |  995540 | 220pF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C21122     | CL10B223KB8NNNC            | Samsung Electro-Me | 0603         | 0.0080 | 0.0080 | 1088495 | 22nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C21120     | CL10B224KA8NNNC            | Samsung Electro-Me | 0603         | 0.0133 | 0.0133 |  967148 | 220nF 25V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1613      | CL10B332KB8NNNC            | Samsung Electro-Me | 0603         | 0.0080 | 0.0080 |  308729 | 3.3nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C21117     | CL10B333KB8NNNC            | Samsung Electro-Me | 0603         | 0.0103 | 0.0103 | 1232807 | 33nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1622      | CL10B473KB8NNNC            | Samsung Electro-Me | 0603         | 0.0074 | 0.0074 |  974849 | 47nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1623      | CL10B474KA8NNNC            | Samsung Electro-Me | 0603         | 0.0286 | 0.0286 | 1082596 | 25V 470nF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1634      | CL10C100JB8NNNC            | Samsung Electro-Me | 0603         | 0.0073 | 0.0073 | 1787672 | 10pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C14858     | CL10C101JB8NNNC            | Samsung Electro-Me | 0603         | 0.0082 | 0.0082 | 3577017 | 100pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C38523     | CL10C120JB8NNNC            | Samsung Electro-Me | 0603         | 0.0066 | 0.0066 |  519972 | 12pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1644      | CL10C150JB8NNNC            | Samsung Electro-Me | 0603         | 0.0115 | 0.0115 | 1255451 | 15pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1647      | CL10C180JB8NNNC            | Samsung Electro-Me | 0603         | 0.0113 | 0.0113 |  253550 | 18pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1648      | CL10C200JB8NNNC            | Samsung Electro-Me | 0603         | 0.0088 | 0.0088 | 2712048 | 20pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1653      | CL10C220JB8NNNC            | Samsung Electro-Me | 0603         | 0.0055 | 0.0055 | 2363844 | 22pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1663      | CL10C330JB8NNNC            | Samsung Electro-Me | 0603         | 0.0057 | 0.0057 | 1118037 | 33pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1664      | CL10C331JB8NNNC            | Samsung Electro-Me | 0603         | 0.0173 | 0.0173 | 1016076 | 330pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1671      | CL10C470JB8NNNC            | Samsung Electro-Me | 0603         | 0.0061 | 0.0061 |  917663 | 47pF 50V C0G ±5% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1739      | 0805B333K500NT             | FH (Guangdong Feng | 0805         | 0.0116 | 0.0116 |  111346 | 33nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1743      | 0805B471K500NT             | FH (Guangdong Feng | 0805         | 0.0103 | 0.0103 |  419863 | 470pF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1744      | 0805B472K500NT             | FH (Guangdong Feng | 0805         | 0.0113 | 0.0113 |  492974 | 4.7nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C49678     | CC0805KRX7R9BB104          | YAGEO              | 0805         | 0.0187 | 0.0187 | 18039895 | 100nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C107145    | CC0805KRX7R9BB221          | YAGEO              | 0805         | 0.0096 | 0.0096 | 1667063 | 220pF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C15850     | CL21A106KAYNNNE            | Samsung Electro-Me | 0805         | 0.0812 | 0.0812 | 6637411 | 10uF 25V X5R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C377773    | CL21A225KBQNNNE            | Samsung Electro-Me | 0805         | 0.0511 | 0.0414 |  813347 | 2.2uF 50V X5R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C45783     | CL21A226MAQNNNE            | Samsung Electro-Me | 0805         | 0.2342 | 0.2342 | 4762710 | 22uF 25V X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1779      | CL21A475KAQNNNE            | Samsung Electro-Me | 0805         | 0.0333 | 0.0333 | 2869333 | 25V 4.7uF X5R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C16780     | CL21A476MQYNNNE            | Samsung Electro-Me | 0805         | 0.1337 | 0.1017 | 1785747 | 47uF 6.3V X5R ±20% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C46653     | CL21B102KBCNNNC            | Samsung Electro-Me | 0805         | 0.0141 | 0.0141 | 1755024 | 1nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1710      | CL21B103KBANNNC            | Samsung Electro-Me | 0805         | 0.0110 | 0.0110 | 2734645 | 10nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C28233     | CL21B104KCFNNNE            | Samsung Electro-Me | 0805         | 0.0344 | 0.0344 | 1730558 | 100V 100nF X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C28323     | CL21B105KBFNNNE            | Samsung Electro-Me | 0805         | 0.0384 | 0.0295 | 3278922 | 1uF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1729      | CL21B223KBANNNC            | Samsung Electro-Me | 0805         | 0.0095 | 0.0095 |  369305 | 22nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C5378      | CL21B224KBFNNNE            | Samsung Electro-Me | 0805         | 0.0181 | 0.0181 |  763947 | 220nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C53134     | CL21B473KBCNNNC            | Samsung Electro-Me | 0805         | 0.0167 | 0.0167 |  223625 | 47nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C13967     | CL21B474KBFNNNE            | Samsung Electro-Me | 0805         | 0.0200 | 0.0200 |  552809 | 470nF 50V X7R ±10% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1790      | CL21C101JBANNNC            | Samsung Electro-Me | 0805         | 0.0081 | 0.0081 |  583872 | 100pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1798      | CL21C200JBANNNC            | Samsung Electro-Me | 0805         | 0.0151 | 0.0151 |  300647 | 20pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C1804      | CL21C220JBANNNC            | Samsung Electro-Me | 0805         | 0.0117 | 0.0117 |  909089 | 22pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C28260     | CL21C222JBFNNNE            | Samsung Electro-Me | 0805         | 0.0272 | 0.0217 |  176639 | 2.2nF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
C14857     | CL21C470JBANNNC            | Samsung Electro-Me | 0805         | 0.0121 | 0.0121 |  124445 | 47pF 50V C0G ±5% 0805 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS
